experiment_id,path,window_id,model_type,train_start,train_end,val_start,val_end,test_start,test_end,embargo_bars,train_sharpe,val_sharpe,test_sharpe,train_mae,val_mae,test_mae,max_dd,num_trades,cost_ratio,params_json,model_hash,timestamp,status,error
A4_yearly_gmm,A,1,regime_adaptive,2005-01-01,2007-12-31,2008-01-01,2008-12-31,2009-01-01,2009-12-31,6,1.613420328468478,0.0,0.673674674202384,0.0,0.0,0.0,0.002470795151183847,2,403.01059967383856,"{""atr_period"": 22.465895497444258, ""atr_tp_multiplier"": 4.661398186876145, ""atr_sl_multiplier"": 2.7304489192621135, ""cluster_confidence"": 0.7173470815735403}",a8f04bf2df3f3348,2026-04-19T03:26:37.444490,OK,
A4_yearly_gmm,A,2,regime_adaptive,2005-01-01,2008-12-31,2009-01-01,2009-12-31,2010-01-01,2010-12-31,6,1.6054730623720617,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 3.879249784872808, ""atr_tp_multiplier"": 3.867307695096574, ""atr_sl_multiplier"": 3.2044130644730013, ""cluster_confidence"": 0.4665516664698154}",bb254871350636eb,2026-04-19T03:32:22.668804,OK,
A4_yearly_gmm,A,3,regime_adaptive,2005-01-01,2009-12-31,2010-01-01,2010-12-31,2011-01-01,2011-12-31,6,1.0604708493099477,-1.0899926032483431,0.012105301211242113,0.0,0.0,0.0,0.07414641491767052,12,0.44385988491676664,"{""atr_period"": 6.987978830811688, ""atr_tp_multiplier"": 3.8940054369292465, ""atr_sl_multiplier"": 0.2428978102831446, ""cluster_confidence"": 0.9188003734213253}",2abf4b1e64a9b3cb,2026-04-19T03:40:20.297923,OK,
A4_yearly_gmm,A,4,regime_adaptive,2005-01-01,2010-12-31,2011-01-01,2011-12-31,2012-01-01,2012-12-31,6,1.6074197537355177,0.0,0.0,0.0,0.0,0.0,0.03331811638195377,1,-10.0,"{""atr_period"": 18.559256534077655, ""atr_tp_multiplier"": 4.139428924981173, ""atr_sl_multiplier"": 1.5607744249378377, ""cluster_confidence"": 0.633916075497946}",a44c9c601d305189,2026-04-19T03:50:35.768076,OK,
A4_yearly_gmm,A,5,regime_adaptive,2005-01-01,2011-12-31,2012-01-01,2012-12-31,2013-01-01,2013-12-31,6,1.52737400132513,0.0,-6.3628146673241535,0.0,0.0,0.0,0.1376660380707044,2,-10.0,"{""atr_period"": 37.62797913727516, ""atr_tp_multiplier"": 3.0875332786547425, ""atr_sl_multiplier"": 3.4379821201326424, ""cluster_confidence"": 0.5208586840522458}",1f0892b7f2d52216,2026-04-19T04:03:28.704972,OK,
A4_yearly_gmm,A,6,regime_adaptive,2005-01-01,2012-12-31,2013-01-01,2013-12-31,2014-01-01,2014-12-31,6,2.4408506338689313,0.5322221639455308,0.35592291467081744,0.0,0.0,0.0,0.022405644538410985,2,20.269889855824292,"{""atr_period"": 18.487359381682275, ""atr_tp_multiplier"": 4.111482095977174, ""atr_sl_multiplier"": 1.2615304652163988, ""cluster_confidence"": 0.5139085678607126}",061b567348a87f23,2026-04-19T04:19:20.300399,OK,
A4_yearly_gmm,A,7,regime_adaptive,2005-01-01,2013-12-31,2014-01-01,2014-12-31,2015-01-01,2015-12-31,6,2.2570682914850675,0.0,0.025746239872253617,0.0,0.0,0.0,0.016640870807358703,2,0.7557302870104873,"{""atr_period"": 2.2149595903526316, ""atr_tp_multiplier"": 3.795414797645309, ""atr_sl_multiplier"": 1.2755513699458145, ""cluster_confidence"": 0.47872930833734784}",876bb3a1103e62b6,2026-04-19T04:38:01.409736,OK,
A4_yearly_gmm,A,8,regime_adaptive,2005-01-01,2014-12-31,2015-01-01,2015-12-31,2016-01-01,2016-12-31,6,2.0631653873610123,0.4547654914036218,0.0,0.0,0.0,0.0,0.03855013847966802,1,-10.0,"{""atr_period"": 10.195390559990662, ""atr_tp_multiplier"": 3.8235672193737598, ""atr_sl_multiplier"": 1.732888685811524, ""cluster_confidence"": 0.511176761253555}",0442866b83eeca56,2026-04-19T05:00:08.928758,OK,
A4_yearly_gmm,A,9,regime_adaptive,2005-01-01,2015-12-31,2016-01-01,2016-12-31,2017-01-01,2017-12-31,6,1.3821501063655637,0.37597465282475895,-0.3169052744301096,0.0,0.0,0.0,0.05921197405198314,2,-6.189483272035702,"{""atr_period"": 22.419246450128107, ""atr_tp_multiplier"": 4.229550160136226, ""atr_sl_multiplier"": 3.053869834086872, ""cluster_confidence"": 0.8940657039561029}",392c2abe80634645,2026-04-19T05:25:58.104506,OK,
A4_yearly_gmm,A,10,regime_adaptive,2005-01-01,2016-12-31,2017-01-01,2017-12-31,2018-01-01,2018-12-31,6,2.3618084891913615,-1.016748769923861,0.3140649976036448,0.0,0.0,0.0,0.11881673739155693,19,12.450320222727603,"{""atr_period"": 14.560361796375346, ""atr_tp_multiplier"": 3.2805433219742675, ""atr_sl_multiplier"": 5.2466843150377525, ""cluster_confidence"": 0.9268041073672296}",ab3aa8ea7c6f5a20,2026-04-19T05:56:19.902788,OK,
A4_yearly_gmm,A,11,regime_adaptive,2005-01-01,2017-12-31,2018-01-01,2018-12-31,2019-01-01,2019-12-31,6,1.777784366804233,0.18068582930886595,-1.1674644805469108,0.0,0.0,0.0,0.1219798528914327,12,-9.24093030096264,"{""atr_period"": 17.996274685069075, ""atr_tp_multiplier"": 2.9733784520739603, ""atr_sl_multiplier"": 0.356550954062701, ""cluster_confidence"": 0.660845188821173}",daab566421ca1274,2026-04-19T06:30:30.025025,OK,
