experiment_id,path,window_id,model_type,train_start,train_end,val_start,val_end,test_start,test_end,embargo_bars,train_sharpe,val_sharpe,test_sharpe,train_mae,val_mae,test_mae,max_dd,num_trades,cost_ratio,params_json,model_hash,timestamp,status,error
A2_quarterly_ga,A,1,regime_adaptive,2005-01-01,2007-12-31,2008-01-01,2008-03-31,2008-04-01,2008-06-30,6,1.6264691632821087,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 2.2856063999644807, ""cluster_confidence"": 1.2922634524527057}",52d1064c988e86db,2026-04-19T03:30:55.253211,OK,
A2_quarterly_ga,A,2,regime_adaptive,2005-01-01,2008-03-31,2008-04-01,2008-06-30,2008-07-01,2008-09-30,6,1.8886888584398296,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 2.2856063999644807, ""cluster_confidence"": 1.2922634524527057}",52d1064c988e86db,2026-04-19T03:32:22.090095,OK,
A2_quarterly_ga,A,3,regime_adaptive,2005-01-01,2008-06-30,2008-07-01,2008-09-30,2008-10-01,2008-12-31,6,2.251451278704132,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 30.11261576101836, ""atr_tp_multiplier"": 0.41117380594873343, ""atr_sl_multiplier"": 2.6722764180845155, ""cluster_confidence"": 0.6545707588144842}",a1ebfd46e0dc627e,2026-04-19T03:33:58.794136,OK,
A2_quarterly_ga,A,4,regime_adaptive,2005-01-01,2008-09-30,2008-10-01,2008-12-31,2009-01-01,2009-03-31,6,1.7213207903349192,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 1.9635921200097988, ""cluster_confidence"": 1.2922634524527057}",6717dff93e041c79,2026-04-19T03:35:45.562712,OK,
A2_quarterly_ga,A,5,regime_adaptive,2005-01-01,2008-12-30,2008-12-31,2009-03-30,2009-03-31,2009-06-29,6,1.7213207903349192,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 1.9635921200097988, ""cluster_confidence"": 1.2922634524527057}",6717dff93e041c79,2026-04-19T03:37:42.622119,OK,
A2_quarterly_ga,A,6,regime_adaptive,2005-01-01,2009-03-30,2009-03-31,2009-06-29,2009-06-30,2009-09-29,6,1.7213207903349192,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 1.9635921200097988, ""cluster_confidence"": 1.2922634524527057}",6717dff93e041c79,2026-04-19T03:39:50.103156,OK,
A2_quarterly_ga,A,7,regime_adaptive,2005-01-01,2009-06-30,2009-07-01,2009-09-30,2009-10-01,2009-12-31,6,2.063114646816641,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 2.2856063999644807, ""cluster_confidence"": 1.2922634524527057}",52d1064c988e86db,2026-04-19T03:42:09.457747,OK,
A2_quarterly_ga,A,8,regime_adaptive,2005-01-01,2009-09-30,2009-10-01,2009-12-31,2010-01-01,2010-03-31,6,1.9533449134266407,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 2.2856063999644807, ""cluster_confidence"": 1.2922634524527057}",52d1064c988e86db,2026-04-19T03:44:40.113521,OK,
A2_quarterly_ga,A,9,regime_adaptive,2005-01-01,2009-12-30,2009-12-31,2010-03-30,2010-03-31,2010-06-29,6,2.2043036850453848,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 10.651472765638356, ""atr_tp_multiplier"": 0.8864415705405213, ""atr_sl_multiplier"": 2.2856063999644807, ""cluster_confidence"": 1.2922634524527057}",52d1064c988e86db,2026-04-19T03:47:22.596340,OK,
A2_quarterly_ga,A,10,regime_adaptive,2005-01-01,2010-03-30,2010-03-31,2010-06-29,2010-06-30,2010-09-29,6,1.3170817586683292,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"{""atr_period"": 30.11261576101836, ""atr_tp_multiplier"": 0.41117380594873343, ""atr_sl_multiplier"": 2.6722764180845155, ""cluster_confidence"": 0.6545707588144842}",a1ebfd46e0dc627e,2026-04-19T03:50:17.050097,OK,
