asset,timeframe,model_family,candidate_id,experiment_phase,input_family,weeks_observed,best_week,best_week_rap_pct,best_week_return_pct,best4_end_week,best4_mean_rap_pct,mean_weekly_rap_pct,mean_weekly_return_pct,mean_weekly_drawdown_pct,mean_weekly_trades,rel_volume,k_sl,k_tp,risk_penalty_lambda
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_aware_rv0p10_base_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2023-01-09,1.31059,1.40358,2023-01-23,0.36011,-0.138316,0.04924,0.375111,2.365385,0.1,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l0p5_rv0p075_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,37,2023-12-25,1.058536,1.119613,2023-12-25,0.359993,0.004896,0.122918,0.236043,2.459459,0.075,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_valyear_rap_l0p5_rv0p1_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,5,2022-07-11,1.129972,1.434608,2023-01-02,0.358545,0.064729,0.362242,0.595026,4.8,0.1,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_fixed_rv0p10_sl1p5_tp2_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2023-01-09,1.24375,1.377987,2023-01-23,0.351808,-0.036495,0.130169,0.333328,3.384615,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-01-09,1.24375,1.377987,2023-01-23,0.351808,-0.118157,0.087734,0.411783,3.538462,0.1,1.5,2.0,0.5
solusdt,1h,sac,solusdt_1h_tech_stat_decomp_sac_warm_start_chain_1y_seed5_asset_preset_broadening_phase5_v1_fixed_rv0p05_sl1p5_tp2_sltp_risk_geometry_phase8_v1,sltp_risk_geometry_phase8_v1,tech_stat_decomp,8,2023-11-06,2.011369,2.266546,2023-11-06,0.349344,-0.051153,0.246157,0.594619,25.125,0.05,1.5,2.0,0.5
solusdt,1h,sac,solusdt_1h_tech_stat_decomp_sac_scratch_3y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,tech_stat_decomp,12,2023-12-18,1.551384,1.961619,2023-12-18,0.348252,-0.290002,0.408485,0.698487,9.833333,0.05,2.0,3.0,1.0
solusdt,15m,sac,solusdt_15m_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-12-18,4.037774,4.461305,2023-12-18,0.344664,-0.103341,0.050876,0.308436,10.673077,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_aware_rv0p10_base_sltp_risk_geometry_phase8_v3_seed18_adaptive_top_seed_extension_seed18_v1,adaptive_top_seed_extension_seed18_v1,kitchen_sink_guarded,40,2022-06-06,1.7703,1.972224,2022-06-06,0.344645,-0.416256,-0.04959,0.733333,2.6,0.1,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p5_rv0p075_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,10,2023-01-09,0.993751,1.063495,2023-01-23,0.331621,0.041485,0.167435,0.2519,2.5,0.075,2.0,3.0,0.5
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_fine_tune_recent_window_m1_base1y,,sota_low_cost,32,2023-06-26,0.858974,1.044012,2023-07-10,0.330169,-0.021409,0.145904,0.167313,2.3125,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_rap_l0p25_rv0p075_risk_adjusted_reward_phase7_v3_seed19_adaptive_top_seed_extension_seed19_v1,adaptive_top_seed_extension_seed19_v1,kitchen_sink_guarded,13,2022-05-02,0.663632,0.727684,2022-05-02,0.32741,-0.08308,-0.000455,0.330497,2.307692,0.075,2.0,3.0,0.25
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_fine_tune_recent_window_m6_base2y__oracle_bc_transfer_e5_v1,,sota_low_cost,32,2023-12-18,0.900097,1.343436,2023-11-27,0.326813,-0.398401,0.081752,0.480153,8.46875,0.05,2.0,3.0,1.0
btcusdt,1h,sac,btcusdt_1h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-03-13,1.457238,1.805622,2023-11-06,0.326035,-0.392582,-0.10424,0.576684,14.961538,0.1,1.5,2.0,0.5
btcusdt,1h,sac,btcusdt_1h_kitchen_sink_guarded_exec_annual_diversity_survey_v1_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_v1,kitchen_sink_guarded,29,2023-04-24,0.721303,0.864155,2023-04-24,0.323973,-0.315302,-0.051013,0.528577,14.965517,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_control_rv0p05_sl2_tp3_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2022-06-06,0.812298,0.859931,2022-08-01,0.322552,-0.252767,-0.052037,0.401459,3.480769,0.05,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_rap_l0p25_rv0p075_risk_adjusted_reward_phase7_v3_seed18_adaptive_top_seed_extension_seed18_v1,adaptive_top_seed_extension_seed18_v1,kitchen_sink_guarded,13,2022-12-12,0.862931,0.906673,2022-12-19,0.317033,0.004496,0.080057,0.30224,2.153846,0.075,2.0,3.0,0.25
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_control_rv0p05_sl2_tp3_sltp_risk_geometry_phase8_v1,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023-12-18,1.618334,1.841463,2023-12-18,0.314645,-0.141782,0.175089,0.633742,3.8,0.05,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l1p0_rv0p075_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,5,2023-01-09,0.924006,1.063495,2023-12-18,0.312645,0.159925,0.348642,0.188717,2.4,0.075,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_crypto_full_sac_scratch_1y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,crypto_full,20,2023-12-18,1.877067,2.131035,2023-12-18,0.307415,-0.133371,0.20789,0.341261,2.4,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_warm_start_chain_1y__oracle_bc_transfer_e5_v1,,kitchen_sink_guarded,32,2023-12-18,2.670062,2.876731,2023-07-10,0.304757,-0.524881,0.009441,0.534322,10.25,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_rap_l0p5_rv0p075_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,52,2022-06-06,1.183176,1.373769,2022-08-08,0.291374,-0.370519,-0.078488,0.584061,3.134615,0.075,2.0,3.0,0.5
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_warm_start_chain_3y__oracle_bc_transfer_e5_v1,,sota_low_cost,13,2023-12-18,1.877067,2.131035,2023-12-18,0.289085,0.001738,0.433104,0.431366,3.307692,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p05_sl2_tp4_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,9,2023-01-09,0.886364,0.926369,2023-01-23,0.286217,0.043428,0.143169,0.199481,2.222222,0.05,2.0,4.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m3_base4y,full_year_validation_test_phase_v1,kitchen_sink_guarded,104,2022-09-12,0.76465,0.933812,2023-01-23,0.283808,-0.30464,-0.025772,0.278868,3.259615,0.05,2.0,3.0,1.0
btcusdt_perp,1h,sac,btcusdt_perp_1h_kitchen_sink_guarded_exec_market_token_transformer_probe_v1_20260708_sac_annual_fyv2022_fyt2023_scratch_1y_testyear_mkttr_v1,market_token_transformer_probe_v1_20260708,kitchen_sink_guarded,52,2023-08-14,1.02102,1.112483,2023-09-04,0.28095,-0.515993,-0.208182,0.615622,14.980769,0.1,1.5,2.0,0.5
btcusdt_perp,1h,sac,btcusdt_perp_1h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-03-13,1.477757,1.830889,2023-09-04,0.28095,-0.332445,-0.056112,0.552666,14.211538,0.1,1.5,2.0,0.5
solusdt,1h,sac,solusdt_1h_kitchen_sink_guarded_exec_market_token_transformer_probe_v1_20260708_sac_annual_fyv2022_fyt2023_scratch_1y_testyear_mkttr_v1,market_token_transformer_probe_v1_20260708,kitchen_sink_guarded,51,2023-12-18,0.809512,1.530244,2023-09-04,0.279351,-0.373867,-0.15433,0.439075,4.45098,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p25_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,11,2023-01-09,0.684975,0.708224,2023-01-23,0.275468,0.074144,0.1228,0.194624,2.545455,0.05,2.0,3.0,0.25
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l0p25_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,52,2023-01-09,0.684975,0.708224,2023-01-23,0.275468,-0.049324,0.00265,0.207897,2.403846,0.05,2.0,3.0,0.25
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_warm_start_chain_1y,,sota_low_cost,32,2023-10-30,0.742912,1.009512,2023-11-20,0.275028,-0.650834,-0.129978,0.520856,10.4375,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_warm_start_chain_1y,,kitchen_sink_guarded,32,2023-09-25,1.294861,1.410822,2023-09-25,0.272737,-0.370859,0.094103,0.464962,11.53125,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_control_rv0p05_sl2_tp3_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2023-01-09,0.661727,0.708224,2023-01-30,0.270973,-0.06296,0.031843,0.189607,2.403846,0.05,2.0,3.0,0.5
solusdt,4h,sac,solusdt_4h_crypto_full_sac_scratch_3y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,crypto_full,13,2023-12-18,1.877067,2.131035,2023-12-18,0.270745,-0.702844,-0.139053,0.563791,2.615385,0.05,2.0,3.0,1.0
bnbusdt,4h,sac,bnbusdt_4h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-06-05,0.89591,1.021429,2023-01-30,0.269459,-0.260075,-0.060742,0.398666,2.961538,0.1,1.5,2.0,0.5
solusdt,4h,sac,solusdt_4h_crypto_full_all_available_sac_fine_tune_recent_window_m6_base3y,,crypto_full,13,2023-12-04,0.758392,1.219307,2023-12-11,0.269458,-0.245844,0.234756,0.480601,3.230769,0.05,2.0,3.0,1.0
btcusdt_perp,4h,sac,btcusdt_perp_4h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-03-13,1.003294,1.128852,2023-08-28,0.268053,-0.272674,-0.061807,0.421733,3.326923,0.1,1.5,2.0,0.5
btcusdt_perp,4h,sac,btcusdt_perp_4h_kitchen_sink_guarded_exec_market_token_transformer_probe_v1_20260708_sac_annual_fyv2022_fyt2023_scratch_1y_testyear_mkttr_v1,market_token_transformer_probe_v1_20260708,kitchen_sink_guarded,52,2023-02-06,0.719017,0.801604,2023-08-28,0.265878,-0.336713,-0.116738,0.439951,3.211538,0.1,1.5,2.0,0.5
ethusdt,1h,sac,ethusdt_1h_kitchen_sink_guarded_exec_market_token_transformer_probe_v1_20260708_sac_annual_fyv2022_fyt2023_scratch_1y_testyear_mkttr_v1,market_token_transformer_probe_v1_20260708,kitchen_sink_guarded,52,2023-08-14,1.186651,1.29443,2023-09-04,0.263845,-0.426462,-0.11904,0.614846,16.711538,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_market_token_transformer_probe_v1_20260708_sac_annual_fyv2022_fyt2023_scratch_1y_testyear_mkttr_v1,market_token_transformer_probe_v1_20260708,kitchen_sink_guarded,52,2023-04-17,0.999966,1.087117,2023-08-28,0.262229,-0.345293,-0.099974,0.490638,3.423077,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_rap_l0p25_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,52,2022-01-17,1.009118,1.106834,2022-05-23,0.258779,-0.100998,-0.003083,0.391658,3.423077,0.05,2.0,3.0,0.25
btcusdt,4h,sac,btcusdt_4h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-03-13,0.978668,1.101465,2023-08-28,0.252406,-0.264831,-0.06169,0.406283,3.25,0.1,1.5,2.0,0.5
solusdt,4h,sac,solusdt_4h_crypto_full_all_available_sac_fine_tune_recent_window_m1_base2y,,crypto_full,32,2023-11-06,0.748024,1.162646,2023-11-06,0.252067,-0.088665,0.133179,0.221845,2.125,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_warm_start_chain_3y,,sota_low_cost,13,2023-12-18,1.778046,2.060884,2023-11-06,0.252067,-0.13365,0.344365,0.478014,3.923077,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_warm_start_chain_3y__oracle_bc_transfer_e2_v1,,sota_low_cost,13,2023-11-06,0.748024,1.162646,2023-11-06,0.252067,-0.201942,0.268595,0.470537,2.769231,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_crypto_full_all_available_sac_warm_start_chain_3y,,crypto_full,13,2023-11-06,0.748024,1.162646,2023-11-06,0.252067,-0.267444,0.246428,0.513872,4.384615,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_fixed_rv0p05_sl2_tp4_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2023-01-09,0.886364,0.926369,2023-01-23,0.248704,-0.049553,0.04,0.179106,2.057692,0.05,2.0,4.0,0.5
solusdt,1h,sac,solusdt_1h_sota_low_cost_all_available_1h_sac_warm_start_chain_1y__oracle_bc_transfer_e1_v1,,sota_low_cost,32,2023-12-18,2.061726,2.589601,2023-12-18,0.2443,-0.74,-0.031874,0.708126,21.09375,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_fine_tune_recent_window_m3_base3y__oracle_bc_transfer_e5_v1,,sota_low_cost,13,2023-12-18,1.145705,1.828256,2023-12-18,0.243271,-0.12992,0.227134,0.357054,4.615385,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l1p0_rv0p1_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,26,2023-12-25,1.06177,1.224507,2023-07-24,0.242403,-0.081942,0.193596,0.275538,2.576923,0.1,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_warm_start_chain_1y__oracle_bc_transfer_e1_v1,,kitchen_sink_guarded,32,2023-12-18,2.116935,2.441448,2023-12-25,0.241483,-0.472845,0.024012,0.496857,10.875,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_warm_start_chain_1y__oracle_bc_transfer_e2_v1,,kitchen_sink_guarded,32,2023-11-06,2.459691,3.168427,2023-11-20,0.238016,-0.346852,0.13329,0.480141,10.5,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_control_rv0p05_sl2_tp3_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,8,2023-01-09,0.661727,0.708224,2023-01-23,0.237845,0.069997,0.162979,0.185963,2.625,0.05,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p5_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,10,2023-01-09,0.661727,0.708224,2023-01-23,0.237845,0.036947,0.126496,0.179098,2.3,0.05,2.0,3.0,0.5
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l0p5_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,52,2023-01-09,0.661727,0.708224,2023-01-23,0.237845,-0.071113,0.02485,0.191927,2.538462,0.05,2.0,3.0,0.5
bnbusdt,1h,sac,bnbusdt_1h_kitchen_sink_guarded_exec_annual_diversity_survey_fast40k_v2_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_fast40k_v2,kitchen_sink_guarded,52,2023-06-05,0.996117,1.175656,2023-06-05,0.228896,-0.262991,0.006649,0.53928,14.730769,0.1,1.5,2.0,0.5
ethusdt,4h,sac,ethusdt_4h_sota_low_cost_plus_event_engineered_v1_sac_warm_start_chain_1y,,sota_low_cost_plus_event_engineered_v1,16,2023-11-27,0.898406,1.440003,2023-11-06,0.224451,-0.187564,0.379464,0.567027,1.3125,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_sota_low_cost_plus_event_engineered_v1_sac_scratch_1y,,sota_low_cost_plus_event_engineered_v1,32,2023-11-27,0.898406,1.440003,2023-11-06,0.224451,-0.189989,0.17912,0.369109,1.875,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_seed20_adaptive_top_seed_extension_seed20_v1,adaptive_top_seed_extension_seed20_v1,kitchen_sink_guarded,40,2022-06-06,0.899322,1.06458,2022-06-06,0.21719,-0.190827,0.091174,0.282001,2.225,0.05,2.0,3.0,1.0
btcusdt_perp,1h,sac,btcusdt_perp_1h_kitchen_sink_guarded_exec_annual_diversity_survey_v1_sac_annual_fyv2022_fyt2023_scratch_1y,annual_diversity_survey_v1,kitchen_sink_guarded,29,2023-04-10,0.749044,0.848879,2023-05-22,0.209245,-0.345953,-0.076203,0.539498,14.0,0.1,1.5,2.0,0.5
solusdt,4h,sac,solusdt_4h_sota_low_cost_all_available_sac_fine_tune_recent_window_m6_base2y,,sota_low_cost,32,2023-10-16,0.69233,0.943371,2023-09-04,0.205171,-0.372624,0.088427,0.461051,11.1875,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_seed19_adaptive_top_seed_extension_seed19_v1,adaptive_top_seed_extension_seed19_v1,kitchen_sink_guarded,40,2022-07-25,0.808235,0.975757,2022-06-06,0.192704,-0.266092,0.050079,0.316171,2.525,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y__oracle_bc_e2_v1,,kitchen_sink_guarded,10,2023-12-18,1.877067,2.131035,2023-12-18,0.190947,-0.450129,0.08286,0.532988,4.9,0.05,2.0,3.0,1.0
solusdt,1h,sac,solusdt_1h_sota_low_cost_sac_scratch_3y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,sota_low_cost,12,2023-12-18,1.551384,1.961619,2023-11-13,0.190271,-0.347764,0.3882,0.735964,10.083333,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_crypto_full_all_available_sac_fine_tune_recent_window_m3_base3y,,crypto_full,13,2023-11-13,1.299225,1.549152,2023-11-27,0.189832,-0.520662,-0.01693,0.503733,5.384615,0.05,2.0,3.0,1.0
solusdt,4h,sac,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m1_base2y,,kitchen_sink_guarded,32,2023-11-06,0.748024,1.162646,2023-11-06,0.187006,-0.195173,0.016033,0.211205,1.71875,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y,full_year_validation_test_phase_v1,kitchen_sink_guarded,104,2022-09-05,0.823342,0.892143,2023-01-09,0.186665,-0.289056,0.016979,0.306035,2.759615,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_fixed_rv0p05_sl1p5_tp2_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,52,2023-01-09,0.620488,0.687635,2023-01-23,0.18296,-0.067185,0.029979,0.194329,3.403846,0.05,1.5,2.0,0.5
solusdt,1h,sac,solusdt_1h_tech_stat_decomp_sac_fine_tune_recent_window_m3_base3y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,tech_stat_decomp,12,2023-11-06,0.820823,2.059096,2023-11-13,0.179383,-0.577803,0.353431,0.931233,18.0,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_sota_low_cost_sac_warm_start_chain_3y,,sota_low_cost,19,2023-11-06,0.82213,1.571026,2023-11-06,0.17835,-0.23469,0.134232,0.368922,2.0,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p05_sl1p5_tp2_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,12,2023-01-09,0.620488,0.687635,2023-01-23,0.175693,-0.039622,0.057348,0.19394,3.333333,0.05,1.5,2.0,0.5
solusdt,1h,sac,solusdt_1h_kitchen_sink_guarded_sac_scratch_3y_seed5_asset_preset_broadening_phase5_v1,asset_preset_broadening_phase5_v1,kitchen_sink_guarded,12,2023-12-18,1.544831,1.955066,2023-12-18,0.174099,-0.439739,0.314415,0.754154,8.75,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y,full_year_validation_test_phase_v1,kitchen_sink_guarded,104,2022-06-06,0.700384,0.954092,2023-01-09,0.172853,-0.246749,0.033077,0.279825,2.519231,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_valyear_rap_l0p25_rv0p05_risk_adjusted_reward_phase7_v3,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,7,2022-01-31,1.195555,1.219852,2022-01-31,0.168387,-0.122335,0.009157,0.525965,5.285714,0.05,2.0,3.0,0.25
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_valyear_seed18_adaptive_top_seed_extension_seed18_v1,adaptive_top_seed_extension_seed18_v1,kitchen_sink_guarded,40,2022-06-06,0.801378,1.003303,2022-08-08,0.163466,-0.31268,0.020877,0.333557,2.875,0.05,2.0,3.0,1.0
ethusdt,4h,sac,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p10_sl1p5_tp2_sltp_risk_geometry_phase8_v3,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,5,2023-01-09,1.24375,1.377987,2023-07-03,0.1501,0.133071,0.317151,0.36816,4.4,0.1,1.5,2.0,0.5
solusdt,4h,sac,solusdt_4h_crypto_full_all_available_sac_warm_start_chain_1y,,crypto_full,32,2023-12-11,0.804995,1.237825,2023-12-11,0.149847,-0.455681,0.029269,0.484949,10.0625,0.05,2.0,3.0,1.0
