asset,timeframe,horizon_bucket,model_family,experiment_phase,input_family,coverage_weeks,test_year,mean_weekly_return_pct,annual_return_pct,mean_weekly_rap_pct,annual_rap_pct,mean_weekly_drawdown_pct,mean_weekly_test_trades,rel_volume,sltp_risk_mode,k_sl,k_tp,risk_penalty_lambda,train_years,training_policy,candidate_id,olap_profile_key
solusdt,4h,long,sac,adaptive_top_seed_extension_seed8_v1,kitchen_sink_guarded,10,2023,4.530515,45.305148,2.384905,23.849048,4.29122,3.9,0.5,margin_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_margin_aware_rv0p50_cap2p5_sltp_risk_geometry_phase8_v1_seed8_adaptive_top_seed_extension_seed8_v1,margin_aware_rv0p50_cap2p5
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,4.231899,42.31899,2.212952,22.129517,4.037895,7.6,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed13_v1,kitchen_sink_guarded,10,2023,4.408389,44.083895,2.078277,20.782773,4.660224,3.5,0.5,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p50_base_sltp_risk_geometry_phase8_v1_seed13_adaptive_top_seed_extension_seed13_v1,aware_rv0p50_base
solusdt,4h,long,sac,adaptive_top_seed_extension_seed9_v1,kitchen_sink_guarded,10,2023,4.617306,46.173063,2.013012,20.130125,5.208588,3.8,0.5,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p50_base_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1,aware_rv0p50_base
solusdt,4h,long,sac,adaptive_top_seed_extension_seed16_v1,kitchen_sink_guarded,10,2023,4.049465,40.49465,1.58488,15.848797,4.929171,4.2,0.5,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p50_base_sltp_risk_geometry_phase8_v1_seed16_adaptive_top_seed_extension_seed16_v1,aware_rv0p50_base
solusdt,4h,long,sac,adaptive_top_seed_extension_seed9_v1,kitchen_sink_guarded,10,2023,3.916543,39.165434,1.426836,14.268357,4.979415,6.7,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed11_v1,kitchen_sink_guarded,10,2023,3.839641,38.39641,1.414486,14.144859,4.85031,7.6,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed11_adaptive_top_seed_extension_seed11_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed14_v1,kitchen_sink_guarded,10,2023,3.716947,37.169467,1.329476,13.294763,4.774941,4.6,0.5,margin_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_margin_aware_rv0p50_cap2p5_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed14_adaptive_top_seed_extension_seed14_v1,margin_aware_rv0p50_cap2p5
solusdt,4h,long,sac,adaptive_top_seed_extension_seed13_v1,kitchen_sink_guarded,10,2023,3.687127,36.87127,1.32434,13.243397,4.725575,7.7,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed7_adaptive_top_seed_extension_seed7_v1_seed13_adaptive_top_seed_extension_seed13_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,3.654515,36.545147,1.303697,13.036972,4.701635,7.7,0.5,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p50_base_sltp_risk_geometry_phase8_v1,aware_rv0p50_base
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,2.387219,23.872193,1.147032,11.470317,2.480375,4.4,0.25,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p25_base_sltp_risk_geometry_phase8_v1,aware_rv0p25_base
solusdt,4h,long,sac,adaptive_top_seed_extension_seed17_v1,kitchen_sink_guarded,10,2023,3.510226,35.102261,1.106375,11.06375,4.807702,7.1,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed17_adaptive_top_seed_extension_seed17_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed14_v1,kitchen_sink_guarded,10,2023,3.307858,33.078576,1.038022,10.380216,4.539672,5.0,0.5,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p50_base_sltp_risk_geometry_phase8_v1_seed14_adaptive_top_seed_extension_seed14_v1,aware_rv0p50_base
solusdt,4h,long,sac,adaptive_top_seed_extension_seed14_v1,kitchen_sink_guarded,10,2023,2.898284,28.982838,1.008109,10.081092,3.780349,6.5,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed14_adaptive_top_seed_extension_seed14_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed14_v1,kitchen_sink_guarded,10,2023,2.963498,29.634975,0.827557,8.275573,4.271881,8.1,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed7_adaptive_top_seed_extension_seed7_v1_seed14_adaptive_top_seed_extension_seed14_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed6_v1,kitchen_sink_guarded,10,2023,3.338358,33.383578,0.81933,8.193301,5.038055,5.1,0.5,margin_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_margin_aware_rv0p50_cap2p5_sltp_risk_geometry_phase8_v1_seed6_adaptive_top_seed_extension_seed6_v1,margin_aware_rv0p50_cap2p5
solusdt,4h,long,sac,adaptive_top_seed_extension_seed16_v1,kitchen_sink_guarded,10,2023,2.739713,27.397129,0.709547,7.09547,4.060332,6.5,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed16_adaptive_top_seed_extension_seed16_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,adaptive_top_seed_extension_seed8_v1,kitchen_sink_guarded,10,2023,3.049388,30.493879,0.55158,5.515798,4.995616,6.6,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed8_adaptive_top_seed_extension_seed8_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.974945,9.749454,0.468346,4.683457,1.013199,5.7,0.1,fixed_atr,1.5,2.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p10_sl1p5_tp2_sltp_risk_geometry_phase8_v1,fixed_rv0p10_sl1p5_tp2
solusdt,4h,long,sac,adaptive_top_seed_extension_seed6_v1,kitchen_sink_guarded,10,2023,2.719479,27.194787,0.312076,3.120761,4.814805,7.2,0.5,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p50_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1_seed6_adaptive_top_seed_extension_seed6_v1,fixed_rv0p50_sl1p25_tp1p25
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.762749,7.627485,0.271736,2.717358,0.982025,3.4,0.1,rel_volume_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_aware_rv0p10_base_sltp_risk_geometry_phase8_v1,aware_rv0p10_base
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.83341,8.334097,0.267522,2.675218,1.131776,4.6,0.1,fixed_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p10_sl2_tp3_sltp_risk_geometry_phase8_v1,fixed_rv0p10_sl2_tp3
solusdt,1h,short,sac,sltp_risk_geometry_phase8_v1,tech_stat_decomp,8,2023,0.560886,4.487086,0.249957,1.999652,0.621859,20.625,0.05,fixed_atr,2.0,4.0,0.5,1,warm_start_chain_n_years,solusdt_1h_tech_stat_decomp_sac_warm_start_chain_1y_seed5_asset_preset_broadening_phase5_v1_fixed_rv0p05_sl2_tp4_sltp_risk_geometry_phase8_v1,fixed_rv0p05_sl2_tp4
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.457227,4.572266,0.228019,2.280186,0.458416,7.1,0.05,fixed_atr,1.25,1.25,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p05_sl1p25_tp1p25_sltp_risk_geometry_phase8_v1,fixed_rv0p05_sl1p25_tp1p25
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,5,2023,1.088111,5.440556,0.203325,1.016626,1.769572,4.2,0.5,margin_aware_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_margin_aware_rv0p50_cap2p5_sltp_risk_geometry_phase8_v3,margin_aware_rv0p50_cap2p5
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,5,2023,1.078922,5.39461,0.194136,0.970681,1.769572,4.2,0.5,rel_volume_aware_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_aware_rv0p50_base_sltp_risk_geometry_phase8_v3,aware_rv0p50_base
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,13,2023,0.278204,3.616655,0.190709,2.479215,0.349981,2.538462,0.1,fixed_atr,2.0,3.0,0.25,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p25_rv0p1_risk_adjusted_reward_phase7_v3,fixed_atr
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.435212,4.352117,0.182717,1.827172,0.504989,4.0,0.05,fixed_atr,2.0,4.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p05_sl2_tp4_sltp_risk_geometry_phase8_v1,fixed_rv0p05_sl2_tp4
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,5,2023,0.4727,2.363498,0.172516,0.86258,0.300184,2.8,0.1,fixed_atr,2.0,3.0,1.0,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l1p0_rv0p1_risk_adjusted_reward_phase7_v3,fixed_atr
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,5,2023,0.348642,1.743212,0.159925,0.799627,0.188717,2.4,0.075,fixed_atr,2.0,3.0,1.0,4,scratch_n_years,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_scratch_4y_testyear_rap_l1p0_rv0p075_risk_adjusted_reward_phase7_v3,fixed_atr
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,10,2023,0.57649,5.764897,0.151993,1.519933,0.848993,4.8,0.25,fixed_atr,1.25,1.5,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p25_sl1p25_tp1p5_sltp_risk_geometry_phase8_v3,fixed_rv0p25_sl1p25_tp1p5
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,11,2023,0.293058,3.223634,0.149261,1.641872,0.287593,2.545455,0.1,rel_volume_aware_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_aware_rv0p10_base_sltp_risk_geometry_phase8_v3,aware_rv0p10_base
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,13,2023,0.212003,2.756038,0.14636,1.902675,0.262573,2.615385,0.075,fixed_atr,2.0,3.0,0.25,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p25_rv0p075_risk_adjusted_reward_phase7_v3,fixed_atr
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,5,2023,0.317151,1.585754,0.133071,0.665354,0.36816,4.4,0.1,fixed_atr,1.5,2.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p10_sl1p5_tp2_sltp_risk_geometry_phase8_v3,fixed_rv0p10_sl1p5_tp2
solusdt,4h,long,sac,sltp_risk_geometry_phase8_v1,kitchen_sink_guarded,10,2023,0.366158,3.661577,0.109844,1.098444,0.512627,6.4,0.05,fixed_atr,1.5,2.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_fixed_rv0p05_sl1p5_tp2_sltp_risk_geometry_phase8_v1,fixed_rv0p05_sl1p5_tp2
solusdt,4h,long,sac,,crypto_full,13,2023,0.451674,5.871761,0.103849,1.350036,0.347825,2.076923,0.05,fixed_atr,2.0,3.0,1.0,3,scratch_n_years,solusdt_4h_crypto_full_all_available_sac_scratch_3y,fixed_atr
solusdt,4h,long,sac,,sota_low_cost,13,2023,0.448465,5.830042,0.098392,1.279099,0.350073,1.923077,0.05,fixed_atr,2.0,3.0,1.0,3,scratch_n_years,solusdt_4h_sota_low_cost_all_available_sac_scratch_3y,fixed_atr
solusdt,4h,long,sac,,kitchen_sink_guarded,10,2023,0.545673,5.456732,0.096525,0.965254,0.449148,2.5,0.05,fixed_atr,2.0,3.0,1.0,3,scratch_n_years,solusdt_4h_kitchen_sink_guarded_all_available_sac_scratch_3y,fixed_atr
solusdt,4h,long,sac,,crypto_full,13,2023,0.395601,5.142819,0.084456,1.097922,0.311146,1.692308,0.05,fixed_atr,2.0,3.0,1.0,3,fine_tune_recent_window_chain,solusdt_4h_crypto_full_all_available_sac_fine_tune_recent_window_m1_base3y,fixed_atr
solusdt,4h,long,sac,,kitchen_sink_guarded,10,2023,0.534005,5.340053,0.081487,0.814874,0.452518,2.4,0.05,fixed_atr,2.0,3.0,1.0,3,warm_start_chain_n_years,solusdt_4h_kitchen_sink_guarded_all_available_sac_warm_start_chain_3y,fixed_atr
solusdt,4h,long,sac,adaptive_top_seed_extension_seed11_v1,kitchen_sink_guarded,10,2023,2.339028,23.390276,0.079806,0.798062,4.518443,4.3,0.5,margin_aware_atr,2.0,3.0,0.5,3,fine_tune_recent_window_chain,solusdt_4h_kitchen_sink_guarded_all_available_sac_fine_tune_recent_window_m6_base3y_margin_aware_rv0p50_cap2p5_sltp_risk_geometry_phase8_v1_seed9_adaptive_top_seed_extension_seed9_v1_seed11_adaptive_top_seed_extension_seed11_v1,margin_aware_rv0p50_cap2p5
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,11,2023,0.1228,1.350802,0.074144,0.815586,0.194624,2.545455,0.05,fixed_atr,2.0,3.0,0.25,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p25_rv0p05_risk_adjusted_reward_phase7_v3,fixed_atr
btcusdt,1h,short,sac,asset_preset_broadening_phase5_v1,kitchen_sink_guarded,5,2023,0.233543,1.167713,0.073023,0.365117,0.160519,5.8,0.05,fixed_atr,2.0,3.0,1.0,3,warm_start_chain_n_years,btcusdt_1h_kitchen_sink_guarded_sac_warm_start_chain_3y_seed5_asset_preset_broadening_phase5_v1,fixed_atr
btcusdt,1h,short,sac,asset_preset_broadening_phase5_v1,sota_low_cost,5,2023,0.233543,1.167713,0.073023,0.365117,0.160519,5.8,0.05,fixed_atr,2.0,3.0,1.0,3,warm_start_chain_n_years,btcusdt_1h_sota_low_cost_sac_warm_start_chain_3y_seed5_asset_preset_broadening_phase5_v1,fixed_atr
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,8,2023,0.162979,1.303833,0.069997,0.55998,0.185963,2.625,0.05,fixed_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_control_rv0p05_sl2_tp3_sltp_risk_geometry_phase8_v3,control_rv0p05_sl2_tp3
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,11,2023,0.223433,2.457763,0.057173,0.628906,0.332519,2.454545,0.1,fixed_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p10_sl2_tp3_sltp_risk_geometry_phase8_v3,fixed_rv0p10_sl2_tp3
solusdt,1h,short,sac,sltp_risk_geometry_phase8_v1,tech_stat_decomp,8,2023,0.71625,5.730004,0.053677,0.429414,1.325147,21.125,0.1,rel_volume_aware_atr,2.0,3.0,0.5,1,warm_start_chain_n_years,solusdt_1h_tech_stat_decomp_sac_warm_start_chain_1y_seed5_asset_preset_broadening_phase5_v1_aware_rv0p10_base_sltp_risk_geometry_phase8_v1,aware_rv0p10_base
ethusdt,4h,long,sac,risk_adjusted_reward_phase7_v3,kitchen_sink_guarded,9,2023,0.245267,2.207405,0.048245,0.434205,0.394044,3.0,0.1,fixed_atr,2.0,3.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_rap_l0p5_rv0p1_risk_adjusted_reward_phase7_v3,fixed_atr
ethusdt,4h,long,sac,sltp_risk_geometry_phase8_v3,kitchen_sink_guarded,9,2023,0.143169,1.288521,0.043428,0.390854,0.199481,2.222222,0.05,fixed_atr,2.0,4.0,0.5,4,fine_tune_recent_window_chain,ethusdt_4h_kitchen_sink_guarded_exec_annual_4y_2022val_2023test_rap_sac_annual_fyv2022_fyt2023_fine_tune_recent_window_m12_base4y_testyear_fixed_rv0p05_sl2_tp4_sltp_risk_geometry_phase8_v3,fixed_rv0p05_sl2_tp4
